,ID_ INCIDENCIA,TEMP_F1,ESTADO_TEMP,FECHA_INSPECCION,TAG_EQUIPO,DESCRIPCION_COMPONENTE,RUTA_INSP,LADO_POLIN
5445,fd159686,32.0,ENFRIAR,15/12/2025,531-26-6012,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
5446,59aa590c,50.0,ENFRIAR,15/12/2025,531-26-6012,REDUCTOR,R003,LADO ACCIONAMIENTO
5447,beb9e66e,22.0,NORMAL,15/12/2025,531-26-6009,POLÍN COLA,R003,LADO LIBRE
5448,0599b283,18.0,NORMAL,15/12/2025,531-26-6009,POLÍN COLA,R003,LADO ACCIONAMIENTO
5449,25bcfcf9,20.0,NORMAL,15/12/2025,531-26-6012,POLÍN COLA,R003,LADO LIBRE
5450,ec26c644,20.0,NORMAL,15/12/2025,531-26-6012,POLÍN COLA,R003,LADO ACCIONAMIENTO
5451,46c7728f,43.0,ENFRIAR,15/12/2025,531-26-3045,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
5452,ffa5a797,66.0,REQUIERE CAMBIO,15/12/2025,531-26-3045,REDUCTOR,R003,LADO ACCIONAMIENTO
5453,00be0aae,28.0,ENFRIAR,15/12/2025,531-26-3045,POLÍN MOTRIZ,R003,LADO LIBRE
5454,3609ba7f,24.0,NORMAL,15/12/2025,531-26-3045,POLÍN ANGULAR SUPERIOR,R003,LADO LIBRE
5455,563f68d3,23.0,NORMAL,15/12/2025,531-26-3045,POLÍN ANGULAR INFERIOR,R003,LADO LIBRE
5456,0141b616,21.0,NORMAL,15/12/2025,531-26-3045,POLÍN COLA,R003,LADO LIBRE
5457,ee8ce9ec,24.0,NORMAL,15/12/2025,531-26-3045,POLÍN COLA,R003,LADO ACCIONAMIENTO
5458,2b725517,23.0,NORMAL,15/12/2025,531-26-3019,POLÍN MOTRIZ,R003,LADO LIBRE
5459,b203f9e7,22.0,NORMAL,15/12/2025,531-26-3019,POLÍN COLA,R003,LADO LIBRE
5460,6dc2c137,19.0,NORMAL,15/12/2025,531-26-3019,POLÍN COLA,R003,LADO ACCIONAMIENTO
5461,a148f8e4,27.0,NORMAL,15/12/2025,531-26-3019,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
5462,43702223,40.0,ENFRIAR,15/12/2025,531-26-3019,REDUCTOR,R003,LADO ACCIONAMIENTO
5463,7ef8c4d3,22.0,NORMAL,15/12/2025,531-26-6011,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
5464,faf8e7df,37.0,ENFRIAR,15/12/2025,531-26-6009,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
5465,edaec377,43.0,ENFRIAR,15/12/2025,531-26-6009,REDUCTOR,R003,LADO ACCIONAMIENTO
5466,8084ddf4,29.0,ENFRIAR,15/12/2025,531-26-6060,POLÍN COLA,R003,LADO ACCIONAMIENTO
5467,d3af529e,30.0,ENFRIAR,15/12/2025,531-26-6060,POLÍN COLA,R003,LADO LIBRE
5468,36983d98,24.0,NORMAL,15/12/2025,531-26-6060,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
5469,645641b6,27.0,NORMAL,15/12/2025,531-26-6060,REDUCTOR,R003,LADO ACCIONAMIENTO
5470,b8a4924d,26.0,NORMAL,15/12/2025,531-26-6060,POLÍN MOTRIZ,R003,LADO LIBRE
5471,1e745c2f,33.0,ENFRIAR,15/12/2025,531-26-6011,REDUCTOR,R003,LADO ACCIONAMIENTO
5472,925ece00,29.0,ENFRIAR,15/12/2025,531-26-2100,POLÍN COLA,R004,LADO ACCIONAMIENTO
5473,95fe7f3d,29.0,ENFRIAR,15/12/2025,531-26-2100,POLÍN COLA,R004,LADO LIBRE
5474,6550ea4e,22.0,NORMAL,15/12/2025,531-26-1100,POLÍN COLA,R004,LADO LIBRE
5475,83ae89bd,24.0,NORMAL,15/12/2025,531-26-1100,POLÍN COLA,R004,LADO ACCIONAMIENTO
5476,d94b99b3,26.0,NORMAL,15/12/2025,531-26-2100,POLÍN ANGULAR INFERIOR,R004,LADO LIBRE
5477,4f2be7ca,29.0,ENFRIAR,15/12/2025,531-26-2100,POLÍN ANGULAR SUPERIOR,R004,LADO LIBRE
5478,ebc92c61,27.0,NORMAL,15/12/2025,531-26-1100,POLÍN ANGULAR INFERIOR,R004,LADO LIBRE
5479,b8935584,24.0,NORMAL,15/12/2025,531-26-1100,POLÍN ANGULAR SUPERIOR,R004,LADO LIBRE
5480,6c678559,34.0,ENFRIAR,15/12/2025,531-26-2100,POLÍN MOTRIZ,R004,LADO LIBRE
5481,d0882956,21.0,NORMAL,15/12/2025,531-26-2101,POLÍN COLA,R004,LADO ACCIONAMIENTO
5482,56aad910,26.0,NORMAL,15/12/2025,531-26-2101,REDUCTOR,R004,LADO ACCIONAMIENTO
5483,ca3bf3db,23.0,NORMAL,15/12/2025,531-26-2101,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
5484,68ac6889,25.0,NORMAL,15/12/2025,531-26-2101,REDUCTOR,R004,LADO ACCIONAMIENTO
5485,f5d480c6,35.0,ENFRIAR,15/12/2025,531-26-2100,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
5486,b329226a,57.0,REQUIERE CAMBIO,15/12/2025,531-26-2100,REDUCTOR,R004,LADO ACCIONAMIENTO
5487,b5e5f1dc,27.0,NORMAL,15/12/2025,531-26-1100,POLÍN MOTRIZ,R004,LADO LIBRE
5488,15d6ca52,39.0,ENFRIAR,15/12/2025,531-26-1100,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
5489,e9a35722,60.0,REQUIERE CAMBIO,15/12/2025,531-26-1100,REDUCTOR,R004,LADO ACCIONAMIENTO
5490,487af3f9,29.0,ENFRIAR,15/12/2025,531-26-1101,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
5491,e2f76296,46.0,ENFRIAR,15/12/2025,531-26-1101,REDUCTOR,R004,LADO ACCIONAMIENTO
5492,3d5230da,20.0,NORMAL,15/12/2025,531-26-1157,POLÍN COLA,R007,LADO LIBRE
5493,8f84bab8,17.0,NORMAL,15/12/2025,531-26-1157,POLÍN COLA,R007,LADO ACCIONAMIENTO
5494,bb478962,40.0,ENFRIAR,15/12/2025,531-26-1157,POLÍN MOTRIZ,R007,LADO LIBRE
5495,1b0e0aac,29.0,ENFRIAR,15/12/2025,531-26-1157,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
5496,63b5fd3a,53.0,ENFRIAR,15/12/2025,531-26-1157,REDUCTOR,R007,LADO ACCIONAMIENTO
5497,8aef42a4,24.0,NORMAL,15/12/2025,531-26-1164,POLÍN COLA,R007,LADO ACCIONAMIENTO
5498,13286388,25.0,NORMAL,15/12/2025,531-26-1101,POLÍN COLA,R004,LADO ACCIONAMIENTO
5499,fda1928a,25.0,NORMAL,15/12/2025,531-26-1164,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
5500,b518ec84,41.0,ENFRIAR,15/12/2025,531-26-1101,REDUCTOR,R004,LADO ACCIONAMIENTO
5501,48b2f1eb,38.0,ENFRIAR,15/12/2025,531-26-1163,POLÍN MOTRIZ,R007,LADO LIBRE
5502,5a15bfe5,31.0,ENFRIAR,15/12/2025,531-26-1163,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
5503,b4b833db,45.0,ENFRIAR,15/12/2025,531-26-1163,REDUCTOR,R007,LADO ACCIONAMIENTO
5504,180e08ce,24.0,NORMAL,15/12/2025,531-26-1163,POLÍN COLA,R007,LADO ACCIONAMIENTO
5505,978950d4,23.0,NORMAL,15/12/2025,531-26-1163,POLÍN COLA,R007,LADO LIBRE
5506,e8c6b168,30.0,ENFRIAR,15/12/2025,531-26-1162,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
5507,d623ae1b,24.0,NORMAL,15/12/2025,531-26-1100,POLÍN CONDUCIDO CONTRAPESO,R004,LADO ACCIONAMIENTO
5508,50766835,28.0,ENFRIAR,15/12/2025,531-26-1162,POLÍN COLA,R007,LADO LIBRE
5509,32adaf6e,23.0,NORMAL,15/12/2025,531-26-1100,POLÍN ANGULAR SUPERIOR,R004,LADO ACCIONAMIENTO
5510,b99df232,30.0,ENFRIAR,15/12/2025,531-26-1162,POLÍN COLA,R007,LADO ACCIONAMIENTO
5511,13ded334,22.0,NORMAL,15/12/2025,531-26-1100,POLÍN ANGULAR INFERIOR,R004,LADO ACCIONAMIENTO
5512,138ad12b,30.0,ENFRIAR,15/12/2025,531-26-1162,POLÍN MOTRIZ,R007,LADO LIBRE
5513,0177420a,25.0,NORMAL,15/12/2025,531-26-1100,POLÍN CONDUCIDO CONTRAPESO,R004,LADO LIBRE
5514,ed8bb077,46.0,ENFRIAR,15/12/2025,531-26-1162,REDUCTOR,R007,LADO ACCIONAMIENTO
5515,9d136bf8,25.0,NORMAL,15/12/2025,531-26-2100,POLÍN CONDUCIDO CONTRAPESO,R004,LADO LIBRE
5516,7c88b515,31.0,ENFRIAR,15/12/2025,531-26-2100,POLÍN CONDUCIDO CONTRAPESO,R004,LADO ACCIONAMIENTO
5517,2d52ad85,22.0,NORMAL,15/12/2025,531-26-2100,POLÍN ANGULAR SUPERIOR,R004,LADO ACCIONAMIENTO
5518,0acfff58,22.0,NORMAL,15/12/2025,531-26-2100,POLÍN ANGULAR INFERIOR,R004,LADO ACCIONAMIENTO
5519,f0fb1345,24.0,NORMAL,15/12/2025,531-26-1164,REDUCTOR,R007,LADO ACCIONAMIENTO
5520,7738221c,22.0,NORMAL,17/12/2025,531-26-1157,POLÍN COLA,R007,LADO LIBRE
5521,0fa08507,24.0,NORMAL,17/12/2025,531-26-1157,POLÍN COLA,R007,LADO ACCIONAMIENTO
5522,ba018b39,28.0,ENFRIAR,17/12/2025,531-26-1157,POLÍN MOTRIZ,R007,LADO LIBRE
5523,b287abdb,25.0,NORMAL,17/12/2025,531-26-1157,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
5524,e1286ae5,40.0,ENFRIAR,17/12/2025,531-26-1157,REDUCTOR,R007,LADO ACCIONAMIENTO
5525,0d06ef28,22.0,NORMAL,17/12/2025,531-26-1162,POLÍN COLA,R007,LADO LIBRE
5526,c11c239b,20.0,NORMAL,17/12/2025,531-26-1162,POLÍN COLA,R007,LADO ACCIONAMIENTO
5527,36b73766,23.0,NORMAL,17/12/2025,531-26-2041,POLÍN COLA,R002,LADO LIBRE
5528,165d91d3,23.0,NORMAL,17/12/2025,531-26-2041,POLÍN COLA,R002,LADO ACCIONAMIENTO
5529,16d361fb,26.0,NORMAL,17/12/2025,531-26-1163,POLÍN MOTRIZ,R007,LADO LIBRE
5530,5445ef2f,31.0,ENFRIAR,17/12/2025,531-26-1163,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
5531,7ec050cd,40.0,ENFRIAR,17/12/2025,531-26-1163,REDUCTOR,R007,LADO ACCIONAMIENTO
5532,9d899bea,19.0,NORMAL,17/12/2025,531-26-1163,POLÍN COLA,R007,LADO ACCIONAMIENTO
5533,a1895f0c,18.0,NORMAL,17/12/2025,531-26-1163,POLÍN COLA,R007,LADO LIBRE
5534,c5e712cf,22.0,NORMAL,17/12/2025,531-26-2022,POLÍN COLA,R002,LADO ACCIONAMIENTO
5535,48ea5738,25.0,NORMAL,17/12/2025,531-26-2022,POLÍN MOTRIZ,R002,LADO LIBRE
5536,a405328fc,23.0,NORMAL,17/12/2025,531-26-2022,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
5537,cd59ed3a,37.0,ENFRIAR,17/12/2025,531-26-2022,REDUCTOR,R002,LADO ACCIONAMIENTO
5538,3ee130c3,23.0,NORMAL,17/12/2025,531-26-2022,POLÍN COLA,R002,LADO LIBRE
5539,2e61df23,28.0,ENFRIAR,17/12/2025,531-26-2049,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
5540,ce415514,25.0,NORMAL,17/12/2025,531-26-1162,POLÍN MOTRIZ,R007,LADO LIBRE
5541,ba630f38,21.0,NORMAL,17/12/2025,531-26-1164,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
5542,53baa27d,30.0,ENFRIAR,17/12/2025,531-26-1164,REDUCTOR,R007,LADO ACCIONAMIENTO
5543,ae5ef830,22.0,NORMAL,17/12/2025,531-26-1164,POLÍN COLA,R007,LADO ACCIONAMIENTO
5544,16d48551,36.0,ENFRIAR,17/12/2025,531-26-2049,REDUCTOR,R002,LADO ACCIONAMIENTO
5545,2b838983,25.0,NORMAL,17/12/2025,531-26-2049,POLÍN MOTRIZ,R002,LADO LIBRE
5546,928a32a2,21.0,NORMAL,17/12/2025,531-26-1101,POLÍN COLA,R004,LADO ACCIONAMIENTO
5547,e3523dcb,30.0,ENFRIAR,17/12/2025,531-26-5020,POLÍN COLA,R002,LADO ACCIONAMIENTO
5548,52b4da49,34.0,ENFRIAR,17/12/2025,531-26-5020,POLÍN COLA,R002,LADO LIBRE
5549,07a30054,23.0,NORMAL,17/12/2025,531-26-2041,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
5550,93934cdc,49.0,ENFRIAR,17/12/2025,531-26-2041,REDUCTOR,R002,LADO ACCIONAMIENTO
5551,1824bf41,29.0,ENFRIAR,17/12/2025,531-26-1101,REDUCTOR,R004,LADO ACCIONAMIENTO
5552,b88fa837r,21.0,NORMAL,17/12/2025,531-26-2101,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
5553,aea12d38,21.0,NORMAL,17/12/2025,531-26-1101,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
5554,1269d5d5,30.0,ENFRIAR,17/12/2025,531-26-1101,REDUCTOR,R004,LADO ACCIONAMIENTO
5555,9fc35fa5,24.0,NORMAL,17/12/2025,531-26-2041,POLÍN MOTRIZ,R002,LADO LIBRE
5556,0d2eecdf,20.0,NORMAL,17/12/2025,531-26-2042,POLÍN COLA,R002,LADO ACCIONAMIENTO
5557,57a32c63,19.0,NORMAL,17/12/2025,531-26-2042,POLÍN COLA,R002,LADO LIBRE
5558,9e50d850,31.0,ENFRIAR,17/12/2025,531-26-1162,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
5559,e4310013,19.0,NORMAL,17/12/2025,531-26-2042,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
5560,c0aea32a,20.0,NORMAL,17/12/2025,531-26-2042,REDUCTOR,R002,
5561,e987aa15,38.0,ENFRIAR,17/12/2025,531-26-1162,REDUCTOR,R007,LADO ACCIONAMIENTO
5562,d1ac093d,24.0,NORMAL,17/12/2025,531-26-5020,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
5563,b42079f6,36.0,ENFRIAR,17/12/2025,531-26-1100,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
5564,496bf447,60.0,REQUIERE CAMBIO,17/12/2025,531-26-1100,REDUCTOR,R004,LADO ACCIONAMIENTO
5565,cfd29941,41.0,ENFRIAR,17/12/2025,531-26-5020,REDUCTOR,R002,LADO ACCIONAMIENTO
5566,decfddfd,26.0,NORMAL,17/12/2025,531-26-1100,POLÍN MOTRIZ,R004,LADO LIBRE
5567,f73885c9,25.0,NORMAL,17/12/2025,531-26-5020,POLÍN ANGULAR SUPERIOR,R002,LADO ACCIONAMIENTO
5568,416982f8,22.0,NORMAL,17/12/2025,531-26-5020,POLÍN ANGULAR INFERIOR,R002,LADO ACCIONAMIENTO
5569,f0dfa34e,21.0,NORMAL,17/12/2025,531-26-5020,POLÍN GRAVITACIONAL,R002,LADO ACCIONAMIENTO
5570,0036fee3,23.0,NORMAL,17/12/2025,531-26-5020,POLÍN MOTRIZ,R002,LADO LIBRE
5571,fc4cd303,23.0,NORMAL,17/12/2025,531-26-5020,POLÍN ANGULAR SUPERIOR,R002,LADO LIBRE
5572,8c62c183,23.0,NORMAL,17/12/2025,531-26-5020,POLÍN ANGULAR INFERIOR,R002,LADO LIBRE
5573,d67380b5,20.0,NORMAL,17/12/2025,531-26-5020,POLÍN GRAVITACIONAL,R002,LADO LIBRE
5574,53621fb3,34.0,ENFRIAR,17/12/2025,531-26-5023,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
5575,520169c7,49.0,ENFRIAR,17/12/2025,531-26-5023,REDUCTOR,R002,LADO ACCIONAMIENTO
5576,2de27658,22.0,NORMAL,17/12/2025,531-26-5023,POLÍN COLA,R002,LADO ACCIONAMIENTO
5577,ba8ba110,22.0,NORMAL,17/12/2025,531-26-5023,POLÍN COLA,R002,LADO LIBRE
5578,838d8f98,24.0,NORMAL,17/12/2025,531-26-5023,POLÍN MOTRIZ,R002,LADO LIBRE
5579,4d9b5bf1,21.0,NORMAL,17/12/2025,531-26-2101,POLÍN COLA,R004,LADO ACCIONAMIENTO
5580,9977c66f,29.0,ENFRIAR,17/12/2025,531-26-2101,REDUCTOR,R004,LADO ACCIONAMIENTO
5581,92f25db6,22.0,NORMAL,17/12/2025,531-26-2101,POLÍN COLA,R004,LADO ACCIONAMIENTO
5582,1a76b5b6,28.0,ENFRIAR,17/12/2025,531-26-2101,REDUCTOR,R004,LADO ACCIONAMIENTO
5583,51877f0d,42.0,ENFRIAR,17/12/2025,531-26-2100,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
5584,427a1de0,64.0,REQUIERE CAMBIO,17/12/2025,531-26-2100,REDUCTOR,R004,LADO ACCIONAMIENTO
5585,19a1211f,33.0,ENFRIAR,17/12/2025,531-26-2100,POLÍN MOTRIZ,R004,LADO LIBRE
5586,33f4867e,28.0,ENFRIAR,17/12/2025,531-26-2100,POLÍN ANGULAR SUPERIOR,R004,LADO LIBRE
5587,b331729d,27.0,NORMAL,17/12/2025,531-26-2100,POLÍN ANGULAR INFERIOR,R004,
5588,b65137f7,28.0,ENFRIAR,17/12/2025,531-26-1100,POLÍN ANGULAR SUPERIOR,R004,LADO LIBRE
5589,09a164f1,28.0,ENFRIAR,17/12/2025,531-26-1100,POLÍN ANGULAR INFERIOR,R004,LADO LIBRE
5590,7764d859,38.0,ENFRIAR,17/12/2025,531-26-2100,POLÍN COLA,R004,LADO ACCIONAMIENTO
5591,43e6962d,33.0,ENFRIAR,17/12/2025,531-26-2100,POLÍN COLA,R004,LADO LIBRE
5592,f0490187,27.0,NORMAL,17/12/2025,531-26-1100,POLÍN COLA,R004,LADO LIBRE
5593,280806c7,24.0,NORMAL,17/12/2025,531-26-1100,POLÍN COLA,R004,LADO ACCIONAMIENTO
5594,23c9787f,28.0,ENFRIAR,17/12/2025,531-26-1100,POLÍN CONDUCIDO CONTRAPESO,R004,LADO ACCIONAMIENTO
5595,ecb38303,29.0,ENFRIAR,17/12/2025,531-26-1100,POLÍN CONDUCIDO CONTRAPESO,R004,LADO LIBRE
5596,cc8e77d4,27.0,NORMAL,17/12/2025,531-26-1100,POLÍN ANGULAR SUPERIOR,R004,LADO ACCIONAMIENTO
5597,29a1a41e,29.0,ENFRIAR,17/12/2025,531-26-1100,POLÍN ANGULAR INFERIOR,R004,LADO ACCIONAMIENTO
5598,73486ecb,27.0,NORMAL,17/12/2025,531-26-2100,POLÍN CONDUCIDO CONTRAPESO,R004,LADO LIBRE
5599,e7068670,31.0,ENFRIAR,17/12/2025,531-26-2100,POLÍN CONDUCIDO CONTRAPESO,R004,LADO ACCIONAMIENTO
5600,6b74c967,28.0,ENFRIAR,17/12/2025,531-26-2100,POLÍN ANGULAR SUPERIOR,R004,LADO ACCIONAMIENTO
5601,6af13dbb,32.0,ENFRIAR,17/12/2025,531-26-2100,POLÍN ANGULAR INFERIOR,R004,LADO ACCIONAMIENTO
5602,c528c839,30.0,ENFRIAR,17/12/2025,531-26-1120,POLÍN MOTRIZ,R005,LADO LIBRE
5603,05b07cbc,35.0,ENFRIAR,17/12/2025,531-26-1120,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
5604,d8e62fa4,44.0,ENFRIAR,17/12/2025,531-26-1120,REDUCTOR,R005,
5605,009c84f7,23.0,NORMAL,17/12/2025,531-26-1120,POLÍN COLA,R005,LADO ACCIONAMIENTO
5606,53b20869,21.0,NORMAL,17/12/2025,531-26-1120,POLÍN COLA,R005,LADO LIBRE
5607,7f5a098f,23.0,NORMAL,17/12/2025,531-26-1121,POLÍN COLA,R005,LADO ACCIONAMIENTO
5608,5a0223de,23.0,NORMAL,17/12/2025,531-26-1121,POLÍN COLA,R005,LADO LIBRE
5609,d4335861,32.0,ENFRIAR,17/12/2025,531-26-1121,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
5610,e0b44a05,42.0,ENFRIAR,17/12/2025,531-26-1121,REDUCTOR,R005,LADO ACCIONAMIENTO
5611,6f521d5e,27.0,NORMAL,17/12/2025,531-26-1121,POLÍN MOTRIZ,R005,LADO LIBRE
5612,8cbd9ee3,27.0,NORMAL,17/12/2025,531-26-1124,POLÍN COLA,R005,LADO LIBRE
5613,2eb7e61a,25.0,NORMAL,17/12/2025,531-26-1124,POLÍN COLA,R005,LADO ACCIONAMIENTO
5614,230e8ab2,29.0,ENFRIAR,17/12/2025,531-26-1125,POLÍN MOTRIZ,R005,LADO LIBRE
5615,d6a6475b,33.0,ENFRIAR,17/12/2025,531-26-1125,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
5616,373d3ce3,30.0,ENFRIAR,17/12/2025,531-26-1125,REDUCTOR,R005,LADO ACCIONAMIENTO
5617,91f03dae,32.0,ENFRIAR,17/12/2025,531-26-1125,POLÍN COLA,R005,LADO LIBRE
5618,326d8b21,31.0,ENFRIAR,17/12/2025,531-26-1125,POLÍN COLA,R005,LADO ACCIONAMIENTO
5619,edd8f5a1,31.0,ENFRIAR,17/12/2025,531-26-1124,POLÍN ANGULAR INFERIOR,R005,LADO LIBRE
5620,b61602e7,32.0,ENFRIAR,17/12/2025,531-26-1124,POLÍN ANGULAR SUPERIOR,R005,LADO LIBRE
5621,bd6618e9,32.0,ENFRIAR,17/12/2025,531-26-1124,POLÍN MOTRIZ,R005,LADO LIBRE
5622,b88d2a26,37.0,ENFRIAR,17/12/2025,531-26-1124,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
5623,0db9ecd2,56.0,Valor no clasificado,17/12/2025,531-26-1124,REDUCTOR,R005,LADO ACCIONAMIENTO
5624,335586cc,36.0,ENFRIAR,17/12/2025,531-26-1152,POLÍN COLA,R005,LADO LIBRE
5625,a328066f,34.0,ENFRIAR,17/12/2025,531-26-1152,POLÍN COLA,R005,LADO ACCIONAMIENTO
5626,0701148d,45.0,ENFRIAR,17/12/2025,531-26-1152,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
5627,bf9bc49f,50.0,ENFRIAR,17/12/2025,531-26-1152,REDUCTOR,R005,
5628,8792d780,40.0,ENFRIAR,17/12/2025,531-26-1152,POLÍN MOTRIZ,R005,LADO LIBRE
5629,0e45ad87,32.0,ENFRIAR,17/12/2025,531-26-1124,POLÍN GRAVITACIONAL,R005,LADO LIBRE
5630,322b7343,31.0,ENFRIAR,17/12/2025,531-26-1124,POLÍN GRAVITACIONAL,R005,LADO ACCIONAMIENTO
5631,3017f324,30.0,ENFRIAR,17/12/2025,531-26-1124,POLÍN ANGULAR INFERIOR,R005,LADO ACCIONAMIENTO
5632,d575bb60,30.0,ENFRIAR,17/12/2025,531-26-1124,POLÍN ANGULAR SUPERIOR,R005,LADO ACCIONAMIENTO
5633,b9327304,27.0,NORMAL,17/12/2025,531-26-2041,POLÍN GRAVITACIONAL,R002,LADO ACCIONAMIENTO
5634,63c9cc7f,29.0,ENFRIAR,17/12/2025,531-26-2041,POLÍN ANGULAR INFERIOR,R002,LADO ACCIONAMIENTO
5635,87fb51ce,29.0,ENFRIAR,17/12/2025,531-26-2041,POLÍN ANGULAR SUPERIOR,R002,LADO ACCIONAMIENTO
5636,77107f01,27.0,NORMAL,17/12/2025,531-26-2041,POLÍN ANGULAR SUPERIOR,R002,LADO LIBRE
5637,cdef66a7,27.0,NORMAL,17/12/2025,531-26-2041,POLÍN ANGULAR INFERIOR,R002,LADO LIBRE
5638,a091cf9f,25.0,NORMAL,17/12/2025,531-26-2041,POLÍN GRAVITACIONAL,R002,LADO LIBRE
5639,e66d7865,29.0,ENFRIAR,18/12/2025,531-26-1154,POLÍN COLA,R009,LADO ACCIONAMIENTO
5640,3987c4be,31.0,ENFRIAR,18/12/2025,531-26-1154,POLÍN COLA,R009,LADO LIBRE
5641,9d80c3e6,28.0,ENFRIAR,18/12/2025,531-26-2154,POLÍN COLA,R009,LADO LIBRE
5642,221a3bc3,31.0,ENFRIAR,18/12/2025,531-26-2154,POLÍN COLA,R009,LADO ACCIONAMIENTO
5643,0f46fc7d,32.0,ENFRIAR,18/12/2025,531-26-2154,POLÍN ANGULAR INFERIOR,R009,LADO LIBRE
5644,2d034618,31.0,ENFRIAR,18/12/2025,531-26-2154,POLÍN ANGULAR SUPERIOR,R009,LADO LIBRE
5645,fe2bbf5f,31.0,ENFRIAR,18/12/2025,531-26-1154,POLÍN ANGULAR INFERIOR,R009,LADO LIBRE
5646,271dde20,32.0,ENFRIAR,18/12/2025,531-26-1154,POLÍN ANGULAR SUPERIOR,R009,LADO LIBRE
5647,2b6088ae,30.0,ENFRIAR,18/12/2025,531-26-2154,POLÍN MOTRIZ,R009,LADO LIBRE
5648,2bc0e822,32.0,ENFRIAR,18/12/2025,531-26-2154,POLÍN MOTRIZ,R009,LADO ACCIONAMIENTO
5649,f6d4f483,38.0,ENFRIAR,18/12/2025,531-26-2154,REDUCTOR,R009,LADO ACCIONAMIENTO
5650,f6ad7a07,32.0,ENFRIAR,18/12/2025,531-26-1154,POLÍN MOTRIZ,R009,LADO ACCIONAMIENTO
5651,754ff313,42.0,ENFRIAR,18/12/2025,531-26-1154,REDUCTOR,R009,LADO ACCIONAMIENTO
5652,01cf3bd4,31.0,ENFRIAR,18/12/2025,531-26-1154,POLÍN MOTRIZ,R009,LADO LIBRE
5653,78d160e2,31.0,ENFRIAR,18/12/2025,531-26-1154,POLÍN ENVOLVENTE,R009,LADO LIBRE
5654,728c133b,32.0,ENFRIAR,18/12/2025,531-26-1154,POLÍN ENVOLVENTE,R009,LADO ACCIONAMIENTO
5655,a90cc60e,36.0,ENFRIAR,18/12/2025,531-26-2154,POLÍN ENVOLVENTE,R009,LADO LIBRE
5656,80b35636,32.0,ENFRIAR,18/12/2025,531-26-2154,POLÍN ENVOLVENTE,R009,LADO ACCIONAMIENTO
5657,2a325a08,30.0,ENFRIAR,18/12/2025,531-26-2154,POLÍN ANGULAR INFERIOR,R009,LADO ACCIONAMIENTO
5658,5bbb3fc6,29.0,ENFRIAR,18/12/2025,531-26-2154,POLÍN ANGULAR SUPERIOR,R009,LADO ACCIONAMIENTO
5659,cccad027,30.0,ENFRIAR,18/12/2025,531-26-1154,POLÍN ANGULAR INFERIOR,R009,LADO ACCIONAMIENTO
5660,3e9843e0,28.0,ENFRIAR,18/12/2025,531-26-1154,POLÍN ANGULAR SUPERIOR,R009,LADO ACCIONAMIENTO
5661,d1ca09a5,36.0,ENFRIAR,18/12/2025,531-26-2154,POLÍN GRAVITACIONAL,R009,LADO ACCIONAMIENTO
5662,354c21e8,32.0,ENFRIAR,18/12/2025,531-26-2154,POLÍN GRAVITACIONAL,R009,LADO LIBRE
5663,fc30ef7b,32.0,ENFRIAR,18/12/2025,531-26-1154,POLÍN GRAVITACIONAL,R009,LADO ACCIONAMIENTO
5664,a89771ee,32.0,ENFRIAR,18/12/2025,531-26-1154,POLÍN GRAVITACIONAL,R009,LADO LIBRE
5665,b9615b7a,36.0,ENFRIAR,18/12/2025,531-26-5103,POLÍN COLA,R006,LADO LIBRE
5666,18ed7e09,37.0,ENFRIAR,18/12/2025,531-26-5103,POLÍN COLA,R006,LADO ACCIONAMIENTO
